,numero,altitud,latitud,tmax,tmed,tmin,hrmax,hrmin,hrmean,vvmean,radg,anio,mes,dia,latitud_en_radianes,presion_atmosferica,calor_latente,constante_sicrometrica,presion_vapor_tmin,presion_vapor_tmax,presion_vapor_tmed,presion_media_vapor,pendiente_curva_presion_vapor,constante_sicrometrica_modificada,presion_vapor_real,termino_aerodinamico,numero_calendario_juliano,distancia_relativa_tierra_sol,declinacion_solar,angulo_declinacion_solar,radiacion_extraterrestre,radiacion_solar,radiacion_solar_neta,radiacion_solar_cielo_despejado,radiacion_solar_onda_larga,radiacion_neta,termino_radiacion,evapotranspiracion
0,1,66,28.37,30.2,24.23,19.7,93,67,76.52,5.36,180.04,2018,8,18,0.4951499087907913,100.52226707656533,2.44379297,0.06687864817306573,2.2952083710657747,4.291983042483738,3.0253596329445256,3.2935957067747568,0.18126165221746704,0.1887582966036607,2.5050862117776376,2.3117997525072878,232.0,0.9782727477049644,0.20954334296149085,1.685894003784573,37.56325910194856,15.555456,11.97770112,28.22202782847599,1.8104429768030275,10.167258143196973,2.0320987511484057,4.343898503655693
